date,high,low,open,close,volume,quoteVolume,weightedAverage
1596225600,0.25606931,0.2555242,0.2555242,0.25606931,7543.14091113,29464.19876607,0.25601038
1596225900,0.25609823,0.25518142,0.25609823,0.25518142,966.11633482,3782.3503647,0.2554275
1596226200,0.25463106,0.254,0.25463106,0.25433732,5866.49153509,23068.21694411,0.25431057
1596226500,0.2547851,0.25477237,0.2547851,0.25477237,3.69964693,14.52110338,0.25477726
1596226800,0.25561364,0.2548909,0.25540928,0.25512856,12082.92271369,47308.43814302,0.25540734
1596227100,0.25482132,0.25443966,0.25482132,0.25443966,8130.52107166,31939.83148169,0.25455741
1596227400,0.25404522,0.25395193,0.25395193,0.25404522,4111.39766326,16187.82428152,0.25398086
1596227700,0.25437846,0.25437846,0.25437846,0.25437846,1005.84742132,3954.13755286,0.25437846
1596228000,0.25440718,0.25423747,0.25423854,0.25440718,1276.72329803,5018.43555951,0.25440663
1596228300,0.25439981,0.25404793,0.25436649,0.25404793,3766.905729,14811.45628997,0.25432379
1596228600,0.25393929,0.25393929,0.25393929,0.25393929,1.43529488,5.6521182,0.25393929
1596228900,0.25444677,0.25444677,0.25444677,0.25444677,2.89540979,11.37923579,0.25444677
1596229200,0.25427178,0.25410097,0.25427178,0.25410097,127.2312917,500.68535324,0.25411426
1596229500,0.25482131,0.25465928,0.25469028,0.25465928,7097.81692852,27869.66824501,0.25467891
1596229800,0.25503739,0.25469031,0.25503739,0.25469031,177.45728429,696.0757333,0.25493962
1596230100,0.25440831,0.25440831,0.25440831,0.25440831,1.62489643,6.38696289,0.25440831
1596230400,0.2550374,0.2550374,0.2550374,0.2550374,1.5350149,6.01878354,0.2550374
1596230700,0.25604157,0.25560086,0.25560086,0.25604157,174.71654897,683.15933547,0.25574787
1596231000,0.25595193,0.25539517,0.25539518,0.25595193,168.99336239,661.00855319,0.25565987
1596231300,0.25655328,0.25645348,0.25655325,0.25645348,130.11319508,507.16634164,0.25654934
1596231600,0.25699994,0.25663395,0.25663395,0.25663395,2233.0424476,8691.58562626,0.25692003
1596231900,0.2567165,0.2559831,0.25670376,0.2559831,4231.44849471,16525.87506601,0.25604989
1596232200,0.2568805,0.25596178,0.25607471,0.2568805,35.01921207,136.49159816,0.25656679
1596232500,0.25673351,0.25632423,0.25673351,0.25632423,25.64639372,99.97494037,0.25652822
1596232800,0.25684122,0.25684122,0.25684122,0.25684122,736.74662693,2868.49060653,0.25684122
1596233100,0.25595802,0.25588713,0.25595802,0.25588713,41.32420431,161.49129989,0.25589121
1596233400,0.25648684,0.25587596,0.25648684,0.25587596,51.33008852,200.59301286,0.2558917
1596233700,0.25613855,0.25585004,0.25613855,0.25585004,27.95184672,109.19380378,0.25598381
1596234000,0.25585004,0.25585004,0.25585004,0.25585004,0.0,0.0,0.25585004
1596234300,0.25581714,0.25581714,0.25581714,0.25581714,200.0,781.80844333,0.25581714
1596234600,0.25613595,0.25607189,0.25613595,0.25612314,1959.84236207,7651.62203253,0.25613423
1596234900,0.2562,0.2562,0.2562,0.2562,1.281,5.0,0.2562
1596235200,0.2584,0.257,0.257,0.2584,22417.97012427,86893.68913534,0.25799307
1596235500,0.2577362,0.25679677,0.25765283,0.25711867,401.84723756,1562.00588998,0.25726358
1596235800,0.25679166,0.25650257,0.25650257,0.25679166,1892.07970558,7370.12938279,0.25672272
1596236100,0.25683084,0.25670192,0.256818,0.25670192,769.63839368,2998.06411948,0.25671178
1596236400,0.25696114,0.25593774,0.25696114,0.25632521,10791.30068763,42121.39487864,0.25619523
1596236700,0.25644769,0.25632838,0.25632838,0.25644769,1411.3131698,5504.59841,0.25638803
1596237000,0.25644769,0.2563,0.25644769,0.2563,4240.015207,16543.0,0.25630267
1596237300,0.2563,0.2558628,0.2558628,0.2563,684.07935814,2670.64881068,0.25614725
1596237600,0.2580728,0.25737849,0.25743268,0.25771454,469.09508699,1820.28982728,0.25770351
1596237900,0.2585271,0.25765001,0.25765001,0.2585271,87.25468976,338.14148167,0.25804195
1596238200,0.26,0.259,0.259,0.26,23640.68826539,90964.17933225,0.25989008
1596238500,0.26034096,0.25945678,0.26,0.2600465,115768.73716602,445426.6145322,0.25990529
1596238800,0.26005705,0.25958909,0.26000507,0.25962443,5316.42597391,20460.41896661,0.25983954
1596239100,0.25986372,0.25894845,0.25918197,0.25986372,13305.098525,51364.4789391,0.25903306
1596239400,0.25933099,0.25933099,0.25933099,0.25933099,249.66424989,962.72431572,0.25933099
1596239700,0.25952568,0.25898591,0.25904445,0.25935693,3009.38483761,11608.11692489,0.25924832
1596240000,0.25955818,0.25855027,0.25915949,0.25923444,1693.81592047,6536.50744745,0.25913164
1596240300,0.2592043,0.25835836,0.25918271,0.25847464,3027.28684742,11709.25222521,0.25853801
1596240600,0.25849819,0.25722549,0.25849819,0.25722559,8807.64797141,34167.59085408,0.25777784
1596240900,0.25868384,0.25693764,0.25725934,0.258563,2157.11040551,8372.91088209,0.25762968
1596241200,0.25797927,0.25721197,0.25797927,0.25721197,4837.03714847,18784.45206362,0.25750216
1596241500,0.25749445,0.256,0.25704355,0.25749445,6368.8878648,24861.77004279,0.25617194
1596241800,0.2569322,0.25640629,0.25683232,0.25640629,851.79491614,3318.96373723,0.25664483
1596242100,0.25644501,0.25613616,0.25644501,0.25628301,10032.24192634,39146.07884217,0.25627705
1596242400,0.25754453,0.25709829,0.25713243,0.25713243,395.6629324,1538.87357273,0.25711204
1596242700,0.25726459,0.25651831,0.25726459,0.25699383,2071.09774016,8056.5344138,0.25707055
1596243000,0.25699383,0.25670335,0.25699383,0.25677108,762.23927116,2967.92547167,0.25682561
1596243300,0.2570058,0.25625234,0.25687172,0.25625234,622.20785521,2424.35167983,0.25664917
1596243600,0.2562914,0.2556099,0.25627794,0.25569948,3581.6594853,13980.77110141,0.25618468
1596243900,0.25661265,0.25581527,0.25581527,0.25661265,9619.24604539,37571.84414479,0.25602272
1596244200,0.25683875,0.25662779,0.25662779,0.25683875,621.54016213,2421.25368886,0.25670179
1596244500,0.25720001,0.25684859,0.25684859,0.2571344,7201.11181838,28006.48659456,0.25712299
1596244800,0.25721536,0.25702183,0.25708675,0.25721536,520.60457234,2024.59589773,0.25713999
1596245100,0.2573635,0.25720666,0.25720666,0.25729271,754.6426998,2933.62489225,0.25723898
1596245400,0.25746579,0.25730557,0.25746579,0.25730557,2571.64296682,9994.50240872,0.25730575
1596245700,0.25736999,0.25730557,0.25730557,0.25736999,750.10011504,2914.87081096,0.25733562
1596246000,0.25736928,0.25653997,0.25729271,0.25653997,6262.26875306,24350.35755662,0.25717358
1596246300,0.25641611,0.25641611,0.25641611,0.25641611,1025.18365979,3998.12500001,0.25641611
1596246600,0.25641611,0.25641611,0.25641611,0.25641611,0.0,0.0,0.25641611
1596246900,0.2580844,0.25742849,0.25742849,0.2580844,6135.30296552,23790.12082916,0.25789288
1596247200,0.25860135,0.25809772,0.25827165,0.25860135,2167.47138179,8393.97442595,0.25821753
1596247500,0.25945492,0.25848111,0.25848111,0.25936454,11443.97953931,44210.80152651,0.2588503
1596247800,0.25935234,0.2591395,0.2591395,0.25935234,261.25233926,1007.34502114,0.25934742
1596248100,0.25916545,0.25916545,0.25916545,0.25916545,1.58826417,6.12837929,0.25916545
1596248400,0.26008307,0.25961015,0.25961015,0.25991776,13734.86713833,52857.52132953,0.25984697
1596248700,0.26029194,0.25956974,0.25956974,0.26029194,2208.18402638,8491.93166643,0.26003318
1596249000,0.25956974,0.25928007,0.25956974,0.25928007,1414.16344707,5448.11359679,0.25956937
1596249300,0.259,0.25827665,0.259,0.25827665,6148.76229952,23790.23435141,0.2584574
1596249600,0.25798234,0.2575212,0.25757272,0.25784567,6408.51393669,24873.20490297,0.25764729
1596249900,0.25849859,0.2577854,0.2577854,0.25833301,14782.96285573,57238.45421512,0.25826977
1596250200,0.25859823,0.25820284,0.25833302,0.25859823,9981.23889496,38636.49551349,0.25833706
